,insult,comment
1148,0,"Crap, your ChicK as got a run."
1149,0,Yeah but we love a good smack down
1150,0,clintons shirt should read way to go Barry i screwed a intern you screwed the whole country
1151,0,I think I'm in love with you...
1152,0,"THEY FUCKING SLAYED!!!!  They just SLAYED everyone and MY LIFE with that SEXY, FLAWLESS, EPIC PERFORMANCE."
1153,0,I love Serendipity 3's Frrro en Haute Chocolate.
1154,0,You shit me not.  What's that all about
1155,0,It's the title that matters in this case
1156,0,"Yes, they are, and Ireland is the richest."
1157,0,"Dear Lord, i believe you are guiding me to find my destiny. there may be lost, there may be obstacles, there may be faliures, there may be disappointments. Yet, i never give up my fight for a wiser way of life. May you be always with us, and guide us away from getting lost."
1158,0,Obama is working as fast as he can.
1159,0,Easy to tell when it's the off season.   Ubbs should put a crossword pu  le on the blog.
1160,1,You are an idiot.......why do you even bother..  .Wasted words.
1161,0,and rape and incest    That's self control too
1162,0,my big homo lil wayne fucks this nigga in his ass when it comes to music
1163,0,Irony  This has nothing to do with! You just can't take off your rosecolored glasses long enough to see that there is a real problem a dodger stadium! They need to tear that dump down and relocate
1164,0,Is that why your head smells like Obamas ass
1165,0,Exactly.  McCain is not sexist.  He is also responsible for that complete fucking imbecile Joe the Plumber.
1166,0,"That's the difference.  They can't just make a run and think they can win against the Spur's.   They have to be able to make stops when it counts.  Young team, bright future."
1167,1,LOL!!!! Do you even reali e you are making a fool of yourself  I bet next you will post something Like  I forwarded your post to the FBI  or maybe   I told my mommy  Speaking of growing up Get busy.
1168,0,this is getting very silly...headline MY RACE HELL...a tad dramatic...
1169,0,awww you go back checking your posts for likes. how sad.
1170,1,You stupid f uuu c    k. I hope you die the same way she did.
1171,1,"But, you couldn't show ANY proof of that, even if it was true. Go away. You are an embarassment to your Klan brothers, your family, your neighbors, your teachers and America as a whole. Find something to say that is not directly quoting Na i or Stalinist propaganda.  The most pathetic poster on the web. You are below Oberbite, a Soros trool or the ignorant little heap that wwrote  Waiting to Exhale ."
1172,0,Many ppl report seeing an officer pounding away at his chest while screaming breathe you mofo.
1173,0,iv installed but siri just says unable to help please try later
1174,0,"Yes, they are hope you are feeling better.  TIME HEALS EVERYTHING no matter how many folks say this to you and no matter how much you think your life is over...it's not and it will.  HUGS"
1175,0,"For those of you who do not know this, check out the Dep. of Ag.   The food stamp program comes out of the Dep. of Ag. budget. For those of us who are farmers, we would like that explained to all and we would also like the US government to get out of our business with their  cheap food policy . The regulations and demands made on farmers by the USDA, EPA, IRS, NSC, etc. would blow your minds.   And don 't forget PETA! Enjoy every bite of food that you take, unless of course it is NOT grown in this country   farmers in other parts of the world do NOT have to abide by the same rules we do. I have no problem cutting the budget   any business that wants to stay in operation has to be lean to prosper."
1176,0,"@FamousOriginalLucas@noBjustRyan Il have to pack my things and go,dont my me I have been working on my Ray Charles chops"
1177,0,Being a  natural born citi en  is not based on the nationality of your parents.
1178,0,I've come to discover that actually know the name of an official can mean nothing good.
1179,0,Michael Jordan won his first title after seven years. LeBron is in his ninth season.
1180,1,All these news are planted and for getting some extra media attention   that's all ..............................................bloody fucker ............ranbir fucker kapoor.
1181,1,"Are you fucking dumb   making it clear that the group was delaying their comeback due to album production and not to avoid competition with other groups.   You should be thankful that 2ne1 didn't cameback this june, if 2ne1 did, those awards will be owned by 2ne1.  Fuckin insicured fx fan."
1182,0,wtfff is this shit    he shot the fuck out for this shit.. Di  won and i only seen this clip of the battle. smh...
1183,0,Obama's econimic plan BS !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1184,1,You are an IDIOT!!!
1185,0,"How is it reasonable, Anon, when Harper has done none of the things you attribute to Fascism  All powerful leader  Has to stand for re election in three years. Strict social order  You're joking, right  Glorification of militarism  The troops have been recalled and their budget trimmed. Opposition parties  Hale and hearty and full of piss and vinegar. Elimination of organi ed labour  No, they did that to themselves by pricing themselves out of the market. Advancement of business over individuals  Elaborate. Ethno centrism  Try Qu bec, Thomas Mulcair's home ground. Disparagement of the Constitution  That's the SCC's specialty. Belittling the courts  Who doesn't, these days, and for good reason. Dissolution of MP power  Do you see the House of Commons burning  along with those crosses in Prince George   Spying on ordinary citi ens  Child pornographers are not ordinary citi ens.  Judging by the raving of Harper's enemies on these blogs, if he wins another majority, there's going to be a worldwide tinfoil shortage."
1186,1,"Well, I WAS born and raised in Africa and proud of it! Wth do you think Africans are lesser than you or something   Take your ignorant ass somewhere else cu  I'm not the one."
1187,0,"See, I was actually reading your comment, until I got to the comment,  but I completely backed Herman Cain before he backed out because of the scandal.  Then I reali ed, you know nothing about politics. Do some research. Then come back and make an educated comment."
1188,0,So you think Cigar Willie Clinton will help obongo win  Balack Obongo  has learned his lesson too late. You cant trust a fuckingliberal. Just  like you cant trust a liberal troll commenter.
1189,0,"I never liked interleague play but they didn't ask me, lol."
1190,1,"And odumbo is an old lying,inept,loser,communist,ni66er,what's your point"
1191,0,Mom looks like an ol' ho from way back herself. Screw her and her pervert a$$ son.
1192,0,"When you could not reveal the names given of foreign a c holders, you are nothing but an another piece of crap like PM, chidu, deshmukh, salman etc  you all lost the confidence of public because of lies after lies. History will never forgive you guys."
1193,0,When that nigga tighten his belt I knew he couldnt fucked up...  He look like WANDA
1194,0,"VIVA mi odpisa u0142a,  u017ce klip b u0119d ie emitowany jak tylko otr ymaj u0105 emisyjny teledysk."
1195,0,"That's what the  Full Comment  banner at the top is for... but you are right, the front page links to opinion pieces without indicating them as such."
1196,0,Are you rooting for Nole now
1197,0,@ahr19   http   t.co nt 0lK4H  0BAMA http   bit.ly LdqWWy http   t.co LyWpopfJ iN http   t.co LBpHn8O5 2o12  http   shar.es qNGKo http   shar.es qPLm8  iNHERiT http   shar.es qMm2k http   shar.es qMnPX THE http   t.co yQdpnkvM http   shar.es qNX3H WiND  http   t.co bSxX1whh http   t.co OJ9W5oae  0BAMA http   shar.es qVEoG http   t.co R5ha6h89 iN http   t.co HHgN3I9r 2o12  http   t.co c2kmuftr http   t.co G3VXfi0r http   paper.li f 1334936874 ...THEY D0 ABS0LUTELY N0THiNG http   bit.ly Mr lgv http   shar.es qiaI2 DELUSi0NAL http   bit.ly Mr lgv http   t.co yHELaHAq http   shar.es q Cvl ANGRY http   bit.ly Mr lgv http   t.co Ic3KVhem SELFiSH http   bit.ly Mr lgv http   shar.es q t0K http   shar.es q MXa LYiNG http   bit.ly Mr lgv http   shar.es q Cvl http   shar.es q sT3 STiNGY http   bit.ly Mr lgv http   shar.es qi7eM C0RRUPT http   bit.ly Mr lgv http   shar.es q t 6 GREEDY http   bit.ly Mr lgv http   shar.es qKUjT http   shar.es q 7IM CROOKED http   bit.ly Mr lgv http   shar.es q t 6 http   shar.es qcyGh C0MMUNiST http   bit.ly Mr lgv http   shar.es q tvQ http   shar.es q8Ubh REPUBLiCANS  ufeff ufeffhttp   bit.ly Mr lgv http   shar.es qiaI2 http   t.co t7tG35Pf ALL HAVE COMMiTTED  ufeff P0LiTiCAL SUiCiDE ufeff4 2o12 http   shar.es qKUjT ...THE UNRE ELECTABLE BiGTiME ufeff LA Y WHiNiNGASS CRYBABY PATHETiC http   t.co yHELaHAq LOSER http   t.co yxVUiSFr DEMON J0HNhttp   bit.ly Mr lgv  THE http   t.co v2LfbeYg PACiFiER SUCKA  B0EHNER http   t.co srGUvysY DAMN RiTE http   shar.es q8Dfn LUGAR iS DEFiNiTELY OUT http   shar.es q LiJ & YOU'RE NEXT ...THE UNM0TiVATED UNRE ELECTABLE ufeff WELL KN0WN SUPER DASTARDLY WEAKMiNDED http   t.co yHELaHAq S0RRYASS QUiTTER & LOSER http   t.co yxVUiSFr DEMON ERiC http   bit.ly Mr lgv  ufeff THE COWARDLY http   shar.es qM38B http   t.co v2LfbeYg WEASEL  CANT0R http   t.co srGUvysY DAMN RiTE http   shar.es q8Dfn LUGAR iS DEFiNiTELY OUT http   shar.es q LiJ & YOU'RE NEXT http   t.co rXNmrt38 ...THE 0LD  ufeffhttp   t.co 3xgn4fPb DUMBASS & LOSER http   t.co yHELaHAq DEMON iTS DEFiNiTELY ufeff TiME 2RETiRE http   t.co yxVUiSFr MiTCH http   bit.ly Mr lgv  THE BiGG http   t.co v2LfbeYg TiME EViL SNiTCH  http   shar.es qi1LY McC0NNELL http   t.co srGUvysY DAMN RiTE http   shar.es q8Ubh LUGAR iS DEFiNiTELY OUT http   shar.es q LiJ & YOU'RE NEXT  iNHERiT http   goo.gl Oi4S8 THE http   t.co ImmDUFcc WiND  ufeff YOU ARE ufeff MOST DEFiNiTELY ufeff G0iNG http   shar.es qBKPN 2B0W D0WN http   shar.es q8Ubh ...BELiEVE... http   shar.es q8Dfn Y0UR 0BSTRUCTiONiSM & http   shar.es qKUjT D0 ABS0LUTELY N0THiNG http   bit.ly Mr lgv FiNAL DAYS AR ufeffE MOST DEFiNiTELY NUMBERED http   t.co t7tG35Pf iT iS PERMANENTLY ENGRAVED iN ST0NE http   bit.ly Mr lgv DAMN RiTE http   t.co 01k4Wu4w PRESiDENT OBAMA http   t.co lIs1mACd A MAN 0F ALL THE PE0PLE iN 2o12 http   t.co ImmDUFcc ...FORWARD ...Give Moe Powwa 2Da Peeps
1198,0,The great problem with trying to make yourself stupider than you are is that you often succeed.    from the Magician's Nephew  if memory serves..
1199,0,I guess you are those who have a fetish for huge silicon boobs.
1200,0,"pretty much the same thing happens to most of the animals in factory farms. This keychain business is horrible, but remember so are battery chicken farms, dairy farms and so on. know how food and clothes and everything you use is produced. Often there are animals that suffer to produce those things. utili e the internet, know the truths! It will change your diet and the way you live"
1201,0,You would know a thing or two about having trains ran on yourself sending messages from theo lacy...
1202,0,I'm assuming he has a mustache as well as the headphones and ipod case  It probably would have been more relevent to mention that.
1203,0,He was almost hit in the head by the previous pitch. He was a little out of place after that pitch. Imagine getting a curveball towards the head  missing you  and then on the next pitch is a 94 mph fastball down the middle. No way your reaction will be to swing.
1204,1,try speaking in correct english as well. what dummies are on here today.
1205,0,Nothing has been proven at all. Just like all those birther lawsuits. There is NO proof. Just because a bunch of gullible people believe it doesn't make it true.
1206,0,You clearly don't know him.
1207,1,Who the hell do you think you are saying anything! SOUNDS LIKE YOU ARE THE UNEDUCATED IGNORANT  PIECES OF SHIT TO ME!!!!
1208,1,Answer  Yes. No. Yes. Are you retarded  Meh. Nope.
1209,0,what kills me is if you disagree with me that you are a racist.
1210,1,You don't wear your brain bucket ....you only hurt you and your family. You become impaired you have the ability to hurt everyone.
1211,0,"He's not an Isolationist. He just does not want a foreign policy that ends in America stomping all over the world like Babylonians.   Only RON PAUL will defend Israel when they blow up Iran's nuclear sites just like only RON PAUL defended Israel when they blew up Iraq's nuclear sites.  Ron Paul is hardly an isolationist, he just recogni es a lot of tough truths about America's foreign policy that the self righteous warmongers just can't seem to swallow."
1212,0,Oh Pops you must really really be enamoured with Bill you naughty boy you
1213,0,"We could start a media blit  like they did with the drug campaign.  You know, the one  . . .  this is your brain, this is . . . .  We could show pictures of Pelosi and say . . . this is your bomb vest . . . here 's your reward  when you blow yourself up."
1214,1,"Nice use of vulgarity attached to a teen  you have real internet muscles. Nice racist screen name too, if a male you fit the bill as a female nick name. Disgusting  no way that you are a patriotic conservative."
1215,0,"Child fails to pull plug out of the wall as its glued in! Child fails to push chair to counter as there is an adult in the room!  no children in the kitchen without an adult present and a locked gate  See above for the oven Middle child runs off, Can't get into the kitchen,Can't get to any cupboards with bleach in, Can't unplug anything, only has access to family rooms.  There are also no hanging leads,blind pulls etc in any of the family rooms  That way I don't have to beat my children  and yes I do count a smack   Using your logic I should come and beat you until you learn how to take simple safety precautions and remember that life is about managing risk not removing it as thats impossible."
1216,0,"People think the Yankees are scary, but nothing's as scary as the Iraq Lobster.   http   www.youtube. com watch v AiDR3 V so4"
1217,0,"Yeah well done wenger,now van persie will leave for sure, the ox will want to go and no one will want to join our club because your such a muppett ! The ox was running like a mad man we didnt see any sign of an injury  your talking out of your ars again!  Pack your bags your sacked!!!"
1218,0,@NotBornEveryMin http   www.youtube.com watch v D6GE0WX wX4
1219,1,How was that not a strike you buffoon
1220,0,"Moral of the story   When defending your family, property, and self against a prowler, shoot to kill so they can't come back and sue you."
1221,0,Allan Evans......some who actually pay to see you......  More fool them if they disagree with his tax status.
1222,0,ROFLMAO!  Surely you jest! 8           D  Okay I am out of here....
1223,0,"Where are your two pussy friends, le  and dogballs"
1224,0,"NobodyKnows,  from your mouth to God's ear.  yours, satx"
1225,1,SHUT UP YOU DUMBA SS B ITCH YOU ARE DIRTY BROWN WATER TRASH
1226,0,courtt239 I'm a cat no shit your dog doesn't like me
1227,0,Me ...I'm innocent..ask Sthrnchckxs.
1228,0,Och vad  r den reella skillnaden mot p beln d r mer precist
1229,0,He's never looked into McKenna's spending spree. Such as the shiny new storefront offices the AG rents at exorbitant rates from buddy Putnam in Tacoma. This has nothing to do with republican democrat. It's all about buddies having each other's back and making well for themselves   the definition of corruption and collusion.
1230,0,well he was the greatest Yankees Manager ever
1231,0,Kelly made Idol. They owe her as much as she owes them. She is an international superstar because of her voice and hard work not because of Idol. Kelly would have been famous with or without Idol because she lives for music and has a gift from God.
1232,1,Well aren't you phucking special. It's easy to have all those things when your still living in your mother's basement. LOSER
1233,0,is it april 1st
1234,1,"F uck off loser colon cowboy. Go back to your boyfriend's filthy, dirty, hair, bacteria infested ass hole and hope that when you pull your c ock out it's not too brown. Or does someone else's s hit on your cock turn you on. You and your type are sick, disgusting perverts."
1235,0,I like your style
1236,1,"and it's idiots like you wanting soviet bloc laws as long as they don't affect you. Your both retarded, and you need to go back and read the Bill of Rights and the Constitution again."
1237,1,"Clearly you're a fucktard.  Not saying your right  or wrong , just saying who the fuck just randomly compares a rap group or any other MC on a post about a specific video and song about the dude's mama.  Wtf does SH or any other MC or Hammerdance have to do with this song"
1238,0,"So you don't actually care about making women feel welcome as part of your professional community, which is generally impossible for a woman living in a sexist society to do  this one  when attention is being drawn to how her colleagues see her as a sexual object. Why don't you just admit it and be honest  I would feel really refreshed if someone like you said, for once,  We don't want women in our field.  It would look stupid and ridiculous    since why would you throw away half the available talent just because you want to sexuali e everything     but then we could actually discuss the real point instead of derailing, dismissive, prevaricating, and dissembling discourse of which this one is an excellent example."
1239,1,"You're certainly what Lenin called a  useful idiot .  If you like Islam so much, go where it is practiced  just the way you like it .  Get to beat your wife and will, kill your kids for whatever reason turns you on, lie to anyone about anything just because  it furthers the cause of Islam  and others around you ACTUALLY BELIEVE YOUR LIES."
1240,1,"It's not being a Liberal that makes you like an idiot, it's when you try to defend this POS POTUS that makes you look like an idiot!"
1241,0,Why do you white people keep coming here trying to act like they are one of us. Go burn in the sun. I hope they kick all of you pale devils out of Africa.You fools are going to bring pain on to yourselves.You watch we watch. In a world of the lost the battle of open minds is becoming a reality.
1242,0,@Old Man Game  @jameshardensbeard  @Lost Ones He has  shit  in his name.  They should have known.
1243,0,Good Evening SydneyJane. I hope you have been enjoying yours too.
1244,0,"If your IQ was equal to the room temperature, you'd be living in a refrigerator"
1245,0,All that plastic was a waste of time....U 4 got 2 have a brain transplant...
1246,0,battier sucks again!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1
1247,0,Is Costa Fortune anywhere near the Costa Brava because the Spanish are gonna pay bigtime for their self indulgence.
1248,0,"Been there, done that, got the shirt.  Posting here is part of the counseling for my parole.  Thanks for caring though."
1249,0,"CEO TOP is not happy of what you are doing YOUNGBAE, your nipple distracts me LOL"
1250,1,You are a LOSER.
1251,0,"@Hoss  Yeah, they came out with an album last week.   First one in 5 years.   It's pretty fucking awesome. Solid rock album."
1252,0,"So, you don 't want to bring people out of poverty, Mitt  What exactly is this  safety net   Welfare programs  I thought you and your ilk wanted to cut those.  You 're not concerned about some honest Americans who, sadly, sometimes have to eat stone cold cans of Chef Boyardee ravioli to live since it is  economical     You 're not concerned about those who want a job  Or those who want a better standard of living   You were born into a  millionaire  aristocracy. You won God 's  genetic lottery  Powerball before you were even born. You should consider yourself very lucky and try and help the less fortunate with your wealth rather than hoard it in a little tropical island.  You, sir, are an complete asshole. What a selfish, callous, and bigoted remark to make.  Nobody lives in poverty because they want to, Mitt."
1253,0,But you're not at the game
1254,1,GO AWAY GO AWAY GO AWAY YOU DIRTY SLUT
1255,1,"How do you accidentally molest someone  Are you retarded,or did it happen to you"
1256,0,ypu do reali e you just called your mom a whore...
1257,1,Quite sure your mama did too.  Your dad should have went fishing the day he knocked up your mom.  Can't stand you and I don't even know you.  Kids have died and all you have are these ridiculous comments.  Go fix yourself a nice plate of neckbones and rice.  All I want is one little bone to  get caught in that cesspool smelling throat of yours and kill you over.  You know what   You probably banged a black chick and she told you that you didn't measure up and laughed you right out of the bed.  Is that your problem
1258,0,laptop retina displays are not for cheap people
1259,0,"Rally against Na is, George Soros while you're at it Joyce."
1260,0,Whhhhhyyyy     Also   Yes David was a secret arsehole.
1261,0,"Hey there Less, good to see you!"
1262,0,"Whats with those American women   Hope Lepchenko wins...that will make10 for 10, I think!"
1263,1,you are a hater..plian and simple....
1264,0,Disappointed by the casting of the role of Maleficent! I had hoped that it would go to someone better other than this homewrecker!  I certainly don't like it when the bad guy is deeper than we thought!   Just because you show a story as to how a person became evil  such as in this case Maleficent or Wicked  doesn't make them any less evil! Idiots!
1265,0,What do you care   you & your 'ilk' LIE every time your lips MOVE.
1266,0,Read my post  I said  almost all money . Of course some tomatoes etc. might come from Mexico or someplace else but the major mark up comes at the supermarkets not to mention the suppliers who buy that foreign produce dirt cheap. Just consider that all those on foreign bases go out and blow their paychecks in other countries too. Even the raw materials and energy used for our military come mainly from abroad.   Facts are facts and Defense spending creates the least jobs and stimulus per $ spent for the simple reason that more funds go abroad than any other program.
1267,0,I will go back to my lenses now and try to spice it up a little.
1268,1,lol i diot we used your money lol what a waist of DNA you are.
1269,1,eww i like BB but saying the rest of kpop isn't real music just makes you sound dumb as fuck. go back to your wonderfully lame articles and leave f x  alone. also thanks for increasing our views count MUAHAHAHA.
1270,1,"That second year of fifth grad was a big fat waste of time.  You are one sad, ignorant, liberal troll."
1271,0,"All that hatred inside of you must have eaten away what little capacity for clear thought you may have had. You lack the basic intelligence and knowledge to have real discussions or debates, so you come here insulting people into having arguments. Your insults are childish. You're proving all the negatives about your party every time you type. How about posting your picture... what are you ashamed of  You wouldn't have the balls to push all 'teh stupid' under your real name."
1272,0,there is a lot of assad slave  shabihah  here fuuuck them
1273,0,"She can still come back.....Brianti is not that good, Vika is just TERRIBLE today!!"
1274,0,"Not cured yet..I just uploaded a picture about six hours ago and posted a video...I'm just a little confused as you are posting on a page full of my progress for the past 16 weeks...but to answer your question, no I am not cured as of today."
1275,1,yerpathetic                                                                           0 minutes ago              in reply to design4u1                                                                                              LOL!!  You are an idiot.  But don't worry.  America ALLOWS you to be an IDIOT!!                                                                     You Canadians never answer this question why
1276,0,"holy fuck, not on no cocky shit but come on son you know i look good"
1277,0,"Chave  is 5 for his last 21, dumbass. If you think that's  hitting better as of late,  then I totally expect it, because you're too stupid to bring ANYTHING to the table. Just go out and play in traffic, will ya  You're a disgrace to O's fans everywhere."
1278,0,"You, Sir  Juan Williams , are doing  irreparable harm to the Court's reputation,  by calling into question its integrity before a decision has been made.  Moreover, it is shameful that the two Obama Justices are not standing up against criticism's like yours.  Shameful   Political arguments and congressional vote counts should almost entirely no bearing on the Court's decision making.  I would expect more from you, Juan."
1279,0,"Deuteronomy 21 18 21  If a man has a stubborn and rebellious son who does not obey his father and mother and will not listen to them when they discipline him, 19 his father and mother shall take hold of him and bring him to the elders at the gate of his town. 20 They shall say to the elders,  This son of ours is stubborn and rebellious. He will not obey us. He is a profligate and a drunkard.  21 Then all the men of his town shall stone him to death.   Matthew 5 18    I tell you the truth, until heaven and earth disappear, not the smallest letter, not the least stroke of a pen, will by any means disappear from the Law until everything is accomplished.   You believers are dangerous."
1280,0,jeffreed What makes you think that undocumented humans don't pay taxes
1281,1,"Oh I think I do. Let's put it this way, it's not like watching United.  Only muppets like yourself can see that's good football. Listen good on them for qualifying, but the football is dross and a 100 odd idiots posting here isn't going to change that.  So think again about who the thickos are and add your name to the list."
1282,0,"Well, I don 't like to use the word, unless it is special circumstances. But I was testing the limits of the free speech here, because your moderators claim that they don 't censor anything. I actually find it sexist to allow the term  faggot  but not c*nt."
1283,0,"Danco, don't be upset about not knowing about Wawa.  They are regional according to  one of the posts, found mainly in the East.   PA and NJ"
1284,1,"More grammatical errors, Vicky 2. You're on a roll today. You are so stupid..."
1285,0,"Good luck, hope you get to go!"
1286,0,this bring on de wrong ting for fuckin pbs
1287,0,Very well said and I agree totally.
1288,0,The people trying to say legali e all drugs are who the news agencies use as example to why we shouldn't legali e pot.  They hurt the cause more than they know.
1289,0,"A Cardiff disciplinary panel heard Ms Scarlett, who was pictured wearing a lantern shaped hat,  presented herself as a very different person  outside school .     Lol. i should hope so, she is at a PRIMARY school after all."
1290,0,Mubarh ho subh pakistanio ko
1291,0,"I shot the computer with a pistol, for being a fucking cocksucker. Last time it fucks with me in the morning."
1292,0,And you are the winner of this Eli's discussion! You got it right on the money Tokyo!
1293,1,puberty  ha!  just because you behaved like a man only when you were going through your puberty and been a gullible  nancy  your entire life doesnt mean everyone are like you . Pretty sure you got lady parts and vomit when you see blood or gore .. continue advertising your transexuality   on world wide web i have already owned your ass.
1294,0,Iain Duncan Smith is clearly a dangerous sociopath and should be vanquished from politics asap.
1295,1,"The mu  ies don't like it when you fight back. Friggin' cry babies. Go back to what ever hell hole you crawled out of, you homicidal morons."
1296,0,BeautifulFlaws okay I'm putting my throw back shirt &amp  cow girl boots on seriously I'm coming .
1297,0,That can only mean one thing   the mods are on a diet!
1298,0,"Who cares, both groups are equally nuts."
1299,1,"im playing college ball what you, 5 sitting on worldstar frustrated with yo life lame im laugh fuck niggas like you everyday 5"
1300,1,The waste of time here is you and your comment
1301,0,"Hot damn.... it's obo o bitch , watch them teeth fold back and them legs spread when they start playing hell to the chief...."
1302,0,Fuck these two mellow teenage girls with beards...Give us Plinkett review.
1303,0,"Well I think Christ is lovely. He is very entertaining and has a very loyal army of listeners. I love to hear him and his team in the mornings. I hope he keeps going for a long time to come. I also love his TV show Chris Moyles Qui  Night, which is very funny.  Each to his own and I respect that, everyone likes different people and I like him. He is certainly not fat and definately not ugly and he has a very nice face in my personal opinion!!"
1304,1,"jonx, You are cra y, just plain cra y."
1305,0,"Don't forget toe tappin' Larry Craig, Randall 'Duke' Cunningam, Bob Packwood, Herman Cain, Newt Gingrich, Mark Sandford, John Ensign.  Then there's Bob Allen, Mark Foley, Jack Ryan, Steve LaTourette, and of course Rudy Giuliani.   The list goes on      Henry Hyde      1924     Politician, Lawyer     Chicago     United States of America        u201c  Admitted he'd had an affair many years prior  u201e          22             Helen Chenoweth Hage      1938     Politician, Consultant     Topeka     United States of America        u201c  Admitted to a six year affair with a married rancher in her home state of Idaho  u201e          23             Bob Livingston      1943     Politician, Lawyer     Colorado Springs     United States of America        u201c  Admitted to multiple extramarital affairs.  u201e          24             Bob Packwood      1932     Lawyer     Portland     United States of America        u201c  Resigned from Senate amid allegations of sexual harassment and abuse.  u201e          25           Ken Calvert      1953        Corona    United States of America        u201c  Arrested while soliciting a prostitute.  u201e           Showing items 1   25  of 32          Republican Sex Scandals   you can use this list to help  make your own ranked list  about this topic             More Lists       Top 5 Best Dressed Oscars 2011    by Joanne         vote  Top 30 Hottest Jewish Women Under 40    by Greg          The 20 Most Epic Wedding FAILs of All Time    by Brian Gilmore           Post a Comment   Login Via  Facebook Twitter Yahoo! Google        my comment is about                                     Write your comment     Name or Login                        Show Comments About                 NellyVega torres   Republican Sex Scandals at 3 05 2012 8 17 PM     WE HAVE BEEN PAYING FOR ALL THIS SEX THROUGH THE SENATORS INSURANCE TAX PAYERS PAY FOR.   reply         disgusted by theGOP   Republican Sex Scandals at 8 27 2011 6 31 AM     REPUBLICAN PARTY   ONE BIG PERVERTED FREAKSHOW   reply         disgusted by theGOP   Republican Sex Scandals at 7 08 2011 5 38 PM      Disgusting two faced hypocrites ready to tell everyone else what is  moral and good. Nothing about this gang is good, we should scrap this  political pack and start over.   reply         heyrobo   Republican Sex Scandals at 6 07 2011 4 11 PM     just shows how narcissim overrides sound judgement.   reply         heyrobo   Steve LaTourette at 6 07 2011 4 09 PM     that's like having sex with his wife. libtards had to report this.   reply         heyrobo   Jack Ryan at 6 07 2011 4 08 PM      oh wow  he wanted to have sex with his own wife  how disgusting is that  for a Republican  That isn't a scandal  only a liberal socialist would  call it that.   reply      Anonymous    Republican Sex Scandals at 2 11 2010 2 48 PM    why are republicans so sexy   reply        kit28    Republican Sex Scandals at 6 13 2011 1 44 AM    they're not...they just lack self control.  reply              Top inCategory   Related Lists  Top onRanker        On the Cover of the Rolling Stone Maga ine         13 Simpsons Jokes That Actually Came True          vote on this    The Sexiest Female Soccer Players          vote on this    Greatest Pro Wrestlers of All Time          vote on this    The Hottest Tennis Girlfriends and Wives          vote on this    The Hottest Basketball Wives and Girlfriends ...       more by Web Infoguy      Infoplease's Oldest US Universities       Websites Powered by MediaWiki       US News' Colleges With Most International Students       Famous Unsolved Murders            Top inCategory   Related Lists  Top onRanker         vote on this    The 13 Sexiest Psycho Girlfriends in ...          vote on this    Hottest Brooklyn Decker Photos          vote on this    Best Action Movies of 2011         10 Sexiest Foreign Exchange Students in Film History         Famous Hispanic Scientists         He's  That Guy   The Best of the Scumbag Steve ...                 Top 10 Current Queries  in People   famous tattoosgirls with tattoossuffering quotesdiversity quoteskesha picturesenergy quotesbest pornstar everkaty perry sexytop celebritiesenvironment quotes        About RankerThe Ranker BlogFAQ HelpSitemapContactAdvertise With UsJobsWidgetsTerms & ConditionsPrivacy PolicyPressTop RankersData.Ranker.Com      Information and media on this page and throughout Ranker is supplied by , , Wikipedia, Ranker users, and other sources. Freebase content is freely licensed under the   CC BY license and Wikipedia content is licensed under the  GNU Free Documentation license.      Ranker 2012"
1306,1,"You are a fool. Hispanics are hispanics are hispanic to the bone. I hear rubio saying illegals good, illegals good. illegals good, punish all anglo racists. Illegals good, illegals good, legals bad, legals bad. Anglos bad, anglos bad. Uncle Fidel good, uncle fidel good.  LaRa a good, LaRa a good, progs good, progs good, conservatives evil, conservatives evil, conservatives fools, conservatives fools. That his what I hear from your next prog idol that is going to break your heart."
1307,0,320 millions reason why you are disgruntled angel fan.
1308,0,he was 10 i hope u burn in hell ricky preddie 5 years and 1 ear is not enough
1309,0,People are born gay Therefore gay people have the Constitutional right to marriage
1310,0,"I picked the Celtics, so the Heat can get motivated and win    Skip  water pistol pete jr  Bayless"
1311,1,how do you know mother fucker stop assuming shit you don t know you don t know that man like you hypocrite son of a bitch
1312,0,we agree to disagree..........when someone wants to double tap me like your little buddy I don't take it lightly.......it's a direct threat.  I thank you for your service now I will continue mine getting Obama removed from office.............
1313,0,I don't remember Staples filing for Bancrupcy.  Maybe you got bad info
1314,0,"Lisa, I think this was the most touching and powerful pieces I've ever read of yours.  My heart goes out to all those women battling cancer, their families, and all the families who cannot afford medical care in our country   The land of the free, home of the brave."
1315,0,"He may be aged a little, but still looks damn good."
1316,1,"More grammatical errors, Vicky 2... You are so stupid..."
1317,0,Well you ARE special .  damnit Clown
1318,0,HO! HO! HO!  Pedigree him HHH
1319,0,"Didn't know, but then again I don't care"
1320,0,Have you ever thought that they actually wanted a  smooth transition of power
1321,1,"Go back to MediaMatters, troll.  You and your pond scum buddies are toast."
1322,1,And you are a terrorists pig.
1323,0,Dick  inya steps up to microphone  r  r Tap Tap Tap... r  r DICK  INYA  &nbsp BULLSHIT. r  r  Dick  inya walks away.  r  r A a a a a nd Scene!
1324,0,Under what circumstances do increasing public employee's benefits stimulate the economy
