,insult,comment
617,1,Are you mad I do not believe ur bullshit? You fucking homo wanna be thug!
618,0,Oh du calme on ne va pas te d porter. Il faudrait vraiment  tre stupide pour ne pas dire con pour parler de Cal92
619,0,you are on to something there
620,0,"I love my bitches dumb and stupid, can you cook?"
621,1,"What is your evidence that she is, he has a painfully bad actress?  Do you know her from anything else other than  Twilight ?  Why do not you hunker on down to IMDb and see what else she is, he has done, then come back and say something as stupid as what you said."
622,1,you are just a broke ass..
623,0,"When you find faults in others the rest four fingers point at you.    Learn to know how you are  more idiot than others, you will have humility else like kango you will be die being ignorant and arrogant."
624,0,"100% Pure Fuckery, thx niggas keep making this music for ur children"
625,0,YOU ARE AWESOME!  CONGRATUALTIONS!
626,0,I sure hope you are wrong about that.
627,1,Get your eyes checked! Fat is never beautiful.
628,0,"Yes, kind of like Warren  Lefty  calling someone a name.....   I never  like  comments that disparage others...  Many times I even  like  your comments Sol..though I have never seen you  like  anyone yourself.....Hmmmmm  Tres, on the other hand is generous  with all...."
629,1,lol fuckin white fag think he can sing and he is black smh! he is lame! UNTALENTED PALE WHITE MAN IS NOT BLACK MAN GET OVER IT!
630,0,Too cute...that is you Jenna!
631,1,Comments like yours are why people are giving money to the casinos open handed. When knowledge is not power you are just another idiot in the casino.
632,0,Postmaster why you say Drug test? I could not pass a drug test. I ngo out in my quad color car and burn a fat one. I emplore you not to mention drug test OK
633,0,"Bitch, please... She is, he has with make up!"
634,1,This is awesome.  I love the SEC.. Ef the little 12 and the Texas whore. Eff Texas little johns too. Thats you KU with your little nub.
635,1,"Reading comprehension is supposed to be a Vandy trait. I guess not in your case. I know, that wasn't classy of me."
636,1,"why dont you keep your waywardness and extreme ignorance to yourself and grow a brain in the main time. Better still go back to school, get some awareness, broaden your information hori on and re join the rest of humanity. You and your demented IQ is on the same level as an ape."
637,0,This almost looks like you and Ross.......:
638,0,"who cares about throwing the ball back to the picture, let that a hole do it and save your arm for throwing out runners. next time you get the ball stomp your feet and take your ball and go home. Unbelieveable"
639,0,why you mad cu  dominican brig dembow back and pr artist stuck in the same place doin the same shyt and dominican fuckin yall bitches and runnin u.s.a! 0OH THAS WHY YALL MAD
640,0,Are you jealous?
641,1,what a stupid cunt. she could have even done her research on wikipedia and fucking found that out. thundercunt
642,1,Stop sucking the industry dick. You wont kum out Warview  Homicide Valley talkin
643,0,Do not hold your breath.
644,0,@Char Johnson Thanks for your comment because you saved me a click :
645,0,@Jess Breslin sounds like something you would like!
646,1,lmaoo.. i could prolly take him.. yaah id prolly fuck her... lol
647,0,Why are you here
648,1,"With some big names coming up, Chelshittts are so sure next EPL or UCL is in their bag, Its so damn hilarious. Look at your pathetic team and the way you play football. With new players, your tradition is not going to change, Same filthy 'park the bus cum so called counter attacking' football. You are the luckiest this time. It happens only once in a while and it will not favour you anymore because you do not have that quality. SO do not ride on the wagon so high that you fall at your filthy buttts!!!"
649,0,What about your father?
650,1,"Go Fucking Kill yourself, you worthless piece of shit! Stefan is an asswipe, he does not know shit!!!"
651,0,@MaddHatter I tried to tell him not to race but what came out was  Shit nigga sometimes you gotta race .
652,0,I just listened to that diggy song man and he got on j cole ass fuck cold world global warming nigga u better say something
653,0,Ernest  You are the only poster who got a recommend tonight.
654,1,shut the fuck up
655,0,What have you been smoking man !!
656,1,If he was white..the i d i o t racists in this country would not care the economy sucks. They put up with that cretin George Bush who got us into this mess with his stupidity.
657,0,Now that is YOU and CHRIS!!!!!
658,1,Cordero you fat piece of gutter trash.
659,1,your fucking stupid
660,0,Fuck wit me 7862603375
661,1,Go away please. It is not a judges job to  appear angry  you ignat ape
662,0,"Are you claiming that some women do not die because of a pregnancy?   Let us clear that misunderstanding up, right now."
663,1,Get back in your hole
664,1,I could not disagree more with your claim that the bible regards  personhood  at birth.  How about the scripture that says  I knit you together in your mother's womb.   And  I ordained all your days before one of them came to be.   Obviously God is telling us he knew us before we were born.  Say what you want but people become people at time of conception.  When a woman has a miscarriage does she say  I lost my fetus?   NO!!  She lost her baby which is a person. Twist the scriptures all you want to keep the atrocious act of killing innocent unborn children as part of our nations sick policy.  Talk about MEDIEVAL...killing our own offspring.  Wake up and speak from the heart rather than man's foolish intellectual gibber.
665,0,SO PROUD OF YOU  ROB!!!  you are THE MAN!!
666,1,Suck a bag of dicks kal.
667,0,"Mary, you look like Gwen!"
668,1,You are an idiot that clearly has no understanding of exactly what caused the recession and who did it. Shut your trap and go do some research before you start spouting off like you actually know something. You obviously do not.
669,0,drcart: Are you married?
670,0,Sure you are.
671,1,"White people are some fuckin straight weirdos!!!! This shit is sick, I bet her father is very proud and I do not ever wanna hear another black racist joke from another white person ever again! You ole Loose booty crackers! She definitely had a black dick in her!"
672,1,"Oh, get off your Ron Paul soap box.  He lost get over it."
673,0,"Stop talkin' shit about your body, hot mama,"
674,1,Now you are just embarrassing yourself!
675,0,"Oh...my....god!!! I had, i would totally forgotten about that.lol but holy shit that is so fucking funny.lol"
676,1,"fairedgar   your remark that jews cannot be secular because Judaism is a religion is just about the stupidest comment I have ever read. Everyone is born into a 'religion', but if you do not 'practice' that religion, then you are a secular member of that religion.  Mind you, it is, it has nice to see that the Jews haters like you are so stupendously thick."
677,1,"You are the SWAG version of mickey mouse,lol"
678,1,"No sweetie, you are the  tuff  guy:  You are a scumbag. You better hope you bite your lip in public punk. If Im ever unfortunate enough be in your presence and hear that vile garbage, it will be thing out of your hole. You go first   use a real number this time."
679,1,Maybe you should** be in school.....
680,0,"Hey man, glad to hear you are not in serious health straights   as I get  older, I worry more and more about the internet people who I follow and  enjoy to hear from.     CFS is a motherfucker, and people do not give it enough credit to how  much it can fuck a life up. Fight the good fight man, and if you are ever  in Australia I will, i shall buy you your carbonated beverage of preference :"
681,0,Decent player at best when he is away from home. Funny too cause you can check his stats yet analysts still talk about him like he is a beast.
682,1,To Mr. Blooming Idiot Berg: Your Mom!
683,0,His name is Alphonse Mucha. Not Albert.
684,1,"I am sure dumb asses, like yourself, will be trolling full force under our next President...Romney.  What does  boyhollow  mean...or do we want to know?"
685,1,"He is, he has on roids you are a sucker, do not delete my comment you damn mod."
686,0,Holy shit.  I have never heard that story before  pretty epic.
687,1,No.  In your mom's bed.
688,1,"LOL you are the one being worked up. I just mentioned that we need to score more to kill the game and increase our goal difference, and you are going all over the place saying I am a moron? You are the one not making sense here.   You are the one who should sod off, make sure you learn to read English properly before you come here and troll. What a fail loser"
689,1,ONCE AGAIN IT WAS JUST DANCING AND JUST BECAUSE IM ESTABLISHED AND SO IS MY FAMILY DONT MEAN THAT I DONT WATCH NETWORK TV OR TV PERIOD THE ONLY PEDOPHILE IS YOU AND YOU RATHER SUPPORT THE POLISH DEATH SONG ANYONE CAN GOOGLE OR YAHOO SOME HISTORY BUT IF YOU TRULY WANT THE ANSWER TO SOMETHING IN HISTORY DONT GOOGLE YOUR RESEARCH GO READ A BOOK YOU RATHER KIDS SING ABOUT DEATH THAN TO DO SOMETHING SO INNOCENT AS JUST DANCING LIKE I SAID BEFORE GET THE FUCK ON WITH THAT DUMB SHIT BECAUSE LIKE YOU IM HUMAN AND I TOO LIKE TO BE ENTERTAINED BUT IT IS ALL OF HOW SOME ONE VIEWS IT AND YOUR VIEW ISNT MY VIEW OBVIOUSLY
690,1,Your a nasty boy.
691,0,Just keep it up Holder your not helping Oboma at all ..you are just succeeding in making people mad..beside's dont you have a Fast & Furious contempt hanging over your shoulder's to attend to and get you books in order..
692,0,i lol when the viewers first see a white skin person they suddenly feel like making a racial comment. All races do shit like this. and anyway the guy deserved it he wanted to bottle a girl... bottle a girl  = hit a bottle over a girls head.
693,1,@xPeachRose7  YOU'RE THE ONE WHO HAS NO LIFE CU  YOU WATCH HER TUTORIALS BITCH
694,0,"Gee, you are a smart one."
695,0,"Do not worry, you are :  Love ya!"
696,0,Io ho brevettato le baggianate. Quindi smettete subito di dire baggianate.
697,0,lack of proper training...sadly
698,0,You are a patriot!
699,1,You are an idiot baldo.
700,0,Are you jealous of him?
701,1,Buddy you sound like a complete clown on here running your mouth
702,1,"setting up the DP   Also, Fuck you luke scott.  Fuck you"
703,1,"You are a loser in every sense of the word. Your presence on Earth, is a loss for humanity."
704,0,Yawn.......what you are suggesting about today's music......was said about 60s music back then.
705,1,You are intellectually challenged.
706,0,"Do not feel sorry for her, she is, he has Madonna.&nbsp  And you are not.\r"
707,1,Your numbers are so far off you have no idea what you are talking about.  Did you take your Pro ac today?  Please do it now.
708,1,ANYBODY AND I MEAN ANY MOTHERFUCKER WHO CONFUSES BILL PULLMAN WITH BILL PAXTON IS A FUCKING IMBECILE BENEATH CONTEMPT
709,1,Phil  And then you fell off the hotel balcony.  .
710,1,"i hate racist inbreed white people that is, that has why we stay fucking ya'll up dumb ass may ain't over pussy it can be may day in this bitch"
711,1,"Obama's campaign is in deep trouble.  The have to place the race card, the scare women card, the scare seniors card, and the class warfare card.  That is all he has.  He sure cannot run on his failed record."
712,0,What are your criteria for  best?
713,1,You are not hot. Get over yourself
714,1,Are you spewing blind hatred? Do you really a fair/just mind in your head?
715,1,"yourmamatoo So 1 One of your illiterate relatives, I am guessing."
716,0,"Do not get her pregnant! Then you will, you shall be really screwed like many other young couples that have children before paying off their debts.  That is really it though, is not it? All this exploding debt is just discouraging the intelligent from having children."
717,0,fuck push t and anybody that love em
718,1,@NickiMinaj1   how bout not i do what i want to do you know im right thats why you had nothing to say about it so just crowl back to your little hole and shut the f up okay
719,0,OH SHIT SHORT BUS SHAWTY!!! Soulja Boy Warned me about those girls!
720,1,what an idiot
721,1,HEY! jAred...  You are going to wake the fuck up breathing through a fucking tube...
722,1,What I want to know is why you have not posted your address like you said you would so I can lick your ass until you are di  y. Ask PATRICPARAMEDIC about the tongue job I did on his ass rim.
723,1,"Hay Richard  Dick head , when are you going to play the 'race card'.  That is, that has usually the Lib turds last resort, since you have no facts to challenge the truth.  So do not bother, I am a  Black 20 year American USAF veteran, with a real birth certificate. You can call me a 'Black racist' with a brain   and a lover of facts.  Try living in 'Real ville', or at least visit long enough to get some facts.  And stop posting your snide tripe posing as lucid commentary, the subject, like the belt holding Ovomits trousers, is above your head.  Fool."
724,1,"yeah, you are dumb. nice work"
725,0,Hi Sal how are you doing?
726,0,"Yes, you are a good example of that."
727,1,Oh look how tough you are behind your computer. you do something STFU
728,1,GF seeing you watching gay porn   mod
729,1,"Well , I know what I have. To bad you know what you have and apparently , you are extremely disappointed by it."
730,0,"Spinning layoffs as  positive evolution  is a total bullshit.  Fuck you, Justin Jimene .  Fuck you,  Examiner.  These are peoples' lives you are screwing with just so you can make a buck or two off of your mediocre product."
731,1,Must be what happened when they saw you Soledad.  Wearing your thong and  nipple ring as you went to sleep in your fox hole...secretly dreaming of the soldier next to you.
732,1,"People sell their grandmother for twenty bucks and you think they care about your feelings being hurt by posting your mugshot on the internet?  Really, think about it.  They sell medication to dying sick that is, that has made up out of chalk and dirt and they do not lose sleep over it.  Suddenly we expect bunch of dotc um a55 holes to do what is, what has right.  Get over it."
733,0,At least you are sticking to your guns.
734,0,"The Volstead Act basically got repealed because the States, starting with NY, refused to help the Feds anymore!  The Feds cannot do it alone.  The States need to step up & do this again.  And you are right, murder is easier to get away with than smoking a damn flower which apparently is the gateway drug to the White House!!!"
735,1,"@ en kat Hmmmm, are not you a little old for cyber bullying?"
736,1,"Jean Smart   You are a brainless tool.  We conservatives wonder how you murderers, who support abortion for any reason,  live with yourself.  I do not believe in abortion but I could almost get there if you were the one being aborted."
737,0,"305 stay out the heat and off the heats dick.. Think,, you wanna be thug"
738,0,you should be able to. just add the charmin to your transaction. The charmin will automatically deduct off. Then give the cashier your coupon. hth :
739,1,You sound like a prude.
740,1,@TeeBooWa  HAH YOUR'E ONLY 14? FPFF AND YOU TELL ME WHAT TO DO? I'M WAAY OLDER THAN YOU WHO YOU CALLING A BITCH AND A FUG? YOU DOUCHE BAG BITCH I WANNA PUNCH YOUR EYEBALL OUT AND KILL YA FUCKYA
741,0,"That is, that has the clap you feel."
742,1,Get lost Fengshui you silly troll. No one needs your nonsense  and I really do mean nonsense  here.
743,0,"Ahora sus abogados presentar n la reclamaci n de que la fian a es  irra onable   los payasos del servicio con antelaci n a juicio dir n que ese muchacho,H ctor Radwan Fern nde  Mel nde    es un santo y que merece se le rebaje la fian a, que no representa, y nunca ha representado, peligro para nuestra sociedad.  El jue  pendejo les creer  el cuento y pa' la calle otra ve ..."
744,1,"I would not talk APE, you are so dumb you once failed a survey!"
745,1,"You are a real bore,ya know it??"
746,1,you know what  the suck is  your butchering of the english language. go to school damnit
747,0,"you are so right, and you have an american flag in the picture.  u must be an american"
748,1,btw    nimahom   what did an  A$$ hole  like YOU ever do for your country?
749,1,"Oh Krutboo, you loser! I do not really need your assessment of what I do or do not deserve, you self righteous ignoramus.  I have already wasted too much of my time treating you civilly.  Fuck you and your conservative cronies!"
750,1,Fuck you.
751,1,Moronic bla bla from a moronic person like you. Wright is the man!
752,1,Your comments are:  1  Not needed. 2  Not wanted.
753,0,You are so 1997.
754,1,Lame congress idiots or tyrants debating BULLSHIT!!!  there are no terrorists except those who invented terrorism... MOSSAD and the U.S. Military Intelligence go watch the whistle blower at w w w.dormantideas.c o m and you will see this congress is completely out of touch or with the tyrants bought and paid for...  this is no joke 2 Acts that are equal to Hitler's Enabling Act of 1933 and you debate!!!!!!!!  What the fck are you debating!!!!! fckng wake up idiots...
755,0,You are supposed to be an optimist! lol
756,0,"The next three months have bad news written all over it. Take stock, sort your shit out, stay away from London ,look after your own and try your best.  Good Luck."
757,0,It took me a little bit to notice that I am not on Cracked.com anymore. i am fucking retarded.
758,1,Really?  11 Brava Mass 182nd.  I hope you rot in he11 you unpatriotic a  sss hole.
759,0,And you are?
760,0,I hope you guys know bias when you read it. Univision doing a balanced story on Don Omar is like asking your ex wife to tell the girl you are trying to pick up at a club about all your great qualities     it ain't never going to happen
761,0,How many employers have you had that asked about your college grades?
762,0,"You, sir, are ten years ahead of your time... or maybe just 10 years ahead of congress."
763,0,"no, that was your girl on your dads then kiss you after"
764,0,You are a real class act Matt...
765,0,You are from Greece? Do not you have more pressing matters to attend to?
766,0,He cannot   got no nose you see.........
767,0,"You are correct....ironic, No?"
768,0,"@Corwin11    Yes it does.  It expires when you are convicted of a felony, when you renounce your citi enship, and when you die."
769,1,"Murdering bastard.  Hope you die, Cause: you suck."
770,1,Because racism should not  be exposed? or because you are living in the past and are racist yourself?
771,1,Good movie....Sify you are making fool of yourself....
772,1,lmao you are  a fool man lol
773,0,So you are black?
774,1,your dumb though
775,1,Wonder what he was doing to get picked up.&nbsp  The Alabama law is basicly in place to pick up a drunk idiot who is out looking for a fight.
776,1,you are a racist
777,1,"shut ur nasty ass up u homo ass nigga,u still gona b sticking ur shit in a females asses and i know for a fact u either done it to a dude or thought about it,nasty fucker,u in the same category as this nasty bitch"
778,1,"Dear Stemicnic, you have had five hours to deny that you are a fuckwit."
779,1,Remind me to rag on you and the city you live in when your family members are senselessly gunned down in cold blood.    Idiot.
780,0,Your cute boys must giggle all through lunch. These are hilarious!
781,0,And you are not putting yuo're spin on anything? Please!
782,0,"are you free today, or tomorrow?"
783,1,That loon is far more successful than you are.
784,0,"To each their own.  However like Pete said, when shit hits the fan, you want the cops there as surely as they will, they shall be a fat kid hanging around a cake."
785,1,But not so strange that you are only just a moron....
786,0,Ok....you know what? Fuck this. *bye*
787,1,Are you having fun posting your liberals lies?
788,1,you are a negative for your kind. Try to sound smart at least.
789,1,"And you idiots really whinned and cried when you got stomped in 2010.........cannot wait until Nov., you will, you shall probably go back to the chicago sewer with your...........well, you get the drift. LOL"
790,1,So you get your ama ing information from the CIA? Wow you really are connected!
791,0,"Thank you Nini, looks good."
792,1,U sir r a bitch
793,0,Boy were you wrong
794,0,Why are you related to the judge?
795,0,Ummm and your bunny...
796,0,you must be ama ing at guitar.
797,1,"Were you watching the game???    Damn, what a moron..."
798,0,"If eating pussy gives you hair on your chin, then Harden must've ate the whole WNBA out."
799,1,you are obviously indian and definitely high !
800,0,With this attitude you must be liked veru much by your little students :
801,1,"This post was dumb...., simple vaseline will do the trick every time. You might be a little greasy but at least you will not have to go back and touch up. Granny always told me to use vaseline nothing more nothing less."
802,0,ARE YOU THE PITCHER OR CATCHER IN  YOUR BED
803,1,skinny little white boy...  Go wipe your nose...
804,1,"Allen, you are off your commie rocker"
805,1,The only thing retarded is you.
806,1,Democrats hate success..  And commies like Obo o hate middle class..  contrary the b.s. he says   Why?  Once you become middle class   you become Republican and never go back to utopistic nonsense of libs..
807,1,that bitch that went off on him is ugly as shit
808,1,"Then you sir, are an idiot"
809,0,"Thanks Curtis, and you are welcome......"
810,1,You are a sad little boy.
811,0,lmao he wak but u gotta respect that he invented his own shit
812,1,Do you both enjoy the smell of your farts?
813,0,no respect for ones elders... fucked up to the max
814,0,No clause in any of your sentences is true.
815,0,Were you one of the inspectors?
816,0,Go back into hiding Bush... America still has not gotten over your failed presidency
817,1,"are you stupid? If there twins there both 21 you moron. You want to know how many minutes apart they are? Does it matter? Your just as stupid as them, are you related?"
818,1,Your dumb. This is a clear case of self defense. One day you will be in a situation where your glad someone was there to protect your pu$$y ass just like  immerman protected his own. All evidence clearly points to an act of self defense.
819,0,"paws, I was taught a poem by one of my friends mother who spoke very poshly so you have to read this with a posh accent:   shit, buggar, aresehole, piss, cock, fart,    someone stole my horse & cart,    I do not give a bugger, I will, i shall soon get another,   shit,  bugger, arsehole,  piss, cock, fart.    Did not even know she knew such naughty words & I always smile when I think about it"
820,0,"ever heard of stockholm syndrome?       the problem with anomaly is that it is, it has really not necessary to work that many  hours to get to the work they produce.   think about all the other shit you  could accomplish in life if you were not spending another evening making carl  richer"
821,0,Must be nice having umps on your team.
822,0,Boggs are you f ucking kidding me
823,0,Romney where are your tax reports?
824,0,At this moment your toes are touching each other.
825,0,"Why do not you buy a gun Mywrong?...you could defend yourself from the white devils! It is, it has your Constitutional right...maybe you are afraid of the scary guns...you can get training Mywrong!"
826,1,"So, spectre, are you opining, from the pages of your comic book, that lowering business taxes will lower the cost of consumer goods?"
827,0,Why is this lil motherfucka every kids dream?..lol...even my younger step sisters love them some damn beiber...smh...Wtf has he done?
828,1,Why did your parents wish you were adopted ?
829,0,"tani kosova eshte edhe me e vogel  se sa ISHTE 1974 VIT...tani kur te mirret veriu... explatohet mitrovica me trepc  serbet e mjedisit te kosoves nuk do lejojn kurre bashkim kombetare  te shqiptarve...  flm THAQI HASHIM ,jJAKUP. EDita, ENVER hasani, dhe ju te tjere ,e dini vet cilet jeni."
830,1,"and you are to stupid to be entrusted with a first amendment right.  shut up, stupid."
831,1,YOU RESPECT AN IDIOT YO
832,1,You really could not be more stupid if you tried.  Congrats.
833,0,"Goodnight Andy, God be with you."
834,1,are you 5  years old?
835,0,Do as you please.
836,0,"Why in the living shit does ANYONE give freaking George Will a goddamned microphone? This guy is SUCH a moron it is, it has just pathetic. And there is not ANYTHING he wont' blame on  liberals , like ANY liberals actually hold power ANYWHERE in this country. Oh, yeah, we have got Bernie. And a press that completely IGNORES anyone as sane as he is. Otherwise, we have to keep on hearing ASSHOLE IDIOTS like this daily.   GODDAMNIT, I HATE RIGHT WING HORSE SHIT! Why the FUCK do we have to put up with the lies, the admonishments of how WE are destroying the country, and the CONSTANT projection of what THEY are doing being OUR fault. I HATE FUCKING RIGHTIES! THEY ARE STUPID AND DEMAND THAT WE ALL BE AS GODDAMNED STUPID AS THEY ARE! What a bunch of TOTAL IDIOTS!"
837,1,"SUCK THE DICK, HEAT FANS   SUCK THE DICK HEAT FATS   SUCK THE DICK HEAT FANS"
838,0,Thank you Jesus!
839,0,Disgusting.  How about starting by not calling your own people hoodrats.
840,0,"PEOPLE SAY ACCOUNT SYSTEM, ROOM FILTER, ROOM CUSTOMI ER AND THIS IDIOT ADDS THE MOST STUPID SHIT I EVER SAW"
841,1,you are an idiot.
842,1,You state all this bullshit but no links to where you get your made up facts.
843,0,You cannot express yourself better than that?
844,0,Cute are you going to make/sell these?
845,1,"see what i mean? draiter is delusional. he thinks he has a direct line to capcom. trust me kid, you dont, capcom personally hates you. your the fans they are trying to get away from. you spread negativity and talk shit about the hard work they are doing like your a top developer. your not. your just a psycho cra y kid who thinks he knows whats best. fyi you dont because capcom is making millions off re4 re5 and soon re6. horror is dead, wake up"
846,1,i wanna fuck u milani
847,1,How old are you van? 13?
848,0,"If you like your own comment, others will follow..."
849,1,The superior whites control you animals by keeping you on welfare and killing eachother.
850,0,Too bad NY.  You had your chance.
851,1,He did not say that you dumb bitch.
852,0,Where is your list anyway?
853,0,"It is, it has Memorial Day.  I had, i would like to thank those who signed up for all the right reasons.  War is hell and the human race is predatory by nature and hell bent on its own destruction.  Sadly, being in a position to defend yourself is a necessary evil  On occasion   and I am not talking about the bullshit wars of the last 50   years   we have stuck our nose when we should have.  Do away with fascist, right wing politics and fundamentalist religion and things might calm down. We can always dream."
854,1,shut up faggot face faggot lol
855,0,"Personally, I am not much for singing in the modern sense, and have little interest in hymns that were written in the modern era.  I find that many of them have questionable origins and debatable meanings.  People like to add or change them to suit their own agendas, too.  Just out of curiosity, since you are so concerned about the  here and now  what does  old time religion  mean to you.  also, I found it interesting that according to wikipedia:  It was also sung by the crowd at the lynching of Leo Frank ."
856,1,What is your problem. Think you are better than serving military personel ?
857,1,you are very ignorant...
858,1,"And you, 3x, are a condescending jerk."
859,1,you are sick HOMO
860,1,Hahaha you are a moron... You say Rose sucks but now you are basically saying they cannot win w/o Rose.... Fuckkkinnngggg dumb asssssss
861,0,"Just trade him now then, you are just killing his trade value by letting him sit out 9 weeks."
862,0,At least you did not blame your brother.  LOL
863,0,Bless you Reverend.
864,1,Fuck Fuck Fuck you Mawe.
865,1,"But you white people invaded, took over, enslaved, abused, ripped off, murdered, raped other countries since the beginning of time...but you want to keep so called white countries for white people while you control, corrupt, steal from and live in all the non white countries.  Are you nuts????"
866,0,This shit fuckin corny af... There are Way better dances over there
867,1,Mohawk Nation Blah blah blahYou are a bug on a surfboard
868,1,"Uhhhh, Ven, YOU'RE fat.  Get over yourself, you will never make a living simply designing for Barbie."
869,1,"if it were your mom, sister, and wife, it would be only one person!"
870,1,Morally bankrupt.  God you are unbelievably stupid
871,0,"Hahaha that is, that has what you get."
872,1,"Shut up with your non purposeful existant, you are just wasting oxygen!"
873,1,done screwing your horse/sister?
874,1,typical Jew response... suppress FACTS... na i... YOU'RE THE PROBLEMS....
875,0,"Fundamental  is derived straight from the Latin origin. Saying it is, it has derived from the 13th century meaning is like saying the English words  to found  and  foundation  also secretly mean  buttocks . The relationship of modern languages to Latin changed over time, it was different in the 15th century than two hundred years earlier."
876,1,you guys should bomb a bentley next!    fucking retards...
877,0,"u can tell when niggas broke, they try to go at real niggas to get on BROKE ASS NIGGA the=s shit sucks like Hoes.."
878,0,"Dyosmeyu Maria! You are like a first year law student, a little knowledge of law, ang ingay ingay na. You talk of statutory construction as if you are an expert, as if there is only one doctrine, as if you really understand what you are talking about, as if you are in the league of JPE, as if JPE would mind your respect of him being diminished.  The issue is simple: Did the former CJ fail to submit a truthful, complete SALN? Corona said Yes.    Even if you are the chief defender of ex CJ Corona, I do not your little knowledge will save him. You will argue a losing cause. I am sure you do not have the level of skills of J Cuevas."
879,1,"Go away, you overrated street walker. Nobody cares."
880,1,get some respect and morals while you are gone junior.
881,0,You are welcome.  :
882,0,Your screen name says a lot about you.
883,0,You shall walk again....
884,1,Someone is flagging me.  Thanks.  You are an idiot.
885,1,I heard they had to pump your mother's stomach after she ingested too much cum. Smh..I told that whore to stop sucking off the  neighborhood watch group. lmfao.
886,0,"@Fu  y Logic  @FF pickups  He is, he has coming off of an ACL.  But if he is, he has good, then you are right!"
887,0,"Yanksthruthicknthin, you are welcome here anytime :"
888,0,You are a good parent.
889,0,Chinese please do not eat your own shit if you are hungry and do not eat some fetus they are are human babies!
890,0,"Me neither,shit was wack"
891,1,dude get the fu.ck out of here....you ppl are stupid
892,1,Saying nuff said makes you an official a$$hole. Nuff said
893,1,Now Kelly has two broken legs? You are some stupid broad.
894,0,"If you are the captain of a team, you do not walk off the court before the game ends."
895,0,sell drugs and shoot people. most black people are too ignorant to be saved at this point. it must be hard to try and change stupid mother fuckers. must've been a nightmare for mlk.
896,0,An difficult journey is not any less painful because you are told that there is some promised land off in the distance.
897,0,You guys' are awesome! :D
898,0,which team are you a fan of?
899,0,Judeo Christian Na is????   what the heck are you talking about?
900,1,Fuck yea. Fuck all of you hatin on that Fututre track. Astronaut status!
901,0,My first hour was damn good so I really do not think you are gonna cry :D
902,0,Your use of 'leadership' betrayed you.
903,1,You sound stupid
904,0,vinnnie...you are the best rapper ....  yout german fans =
905,0,"Nope, not just you."
906,0,"The exponential growth of government is destroying the economy.  The Democrats' poisonous demagoguery has created the vast prison system, the welfare rolls, and a shrinking middle class.  Propaganda has the greatest effect on the least intelligent.  The class warfare rhetoric, the myth of  the rich  stealing from the poor, and the raised clinched fist has  sent society's dumb into the streets to take their  fair share .  The net result of this is terror, murder, rape, pillage, and plunder.  Also, these most unintelligent of the nation become a burden for the nation to cage.  The those of our society with a slightly higher IQ, accept the demented life of the  welfare queen .  The life of the welfare class is one of drug addiction, sexual depravity, abortion as contraceptive, obesity, savage neighborhoods, and roach infested squalor.  The next level of the unintelligent is the middle class that become dependent on the government hand outs...instead of creating an income stream on their own.  The net result of this is that the middle class is only a few paychecks away from the slums.  The cancer of Democrat crony republicanism  you vote for me and I will send you a check  is ruining the lesser gifted of America.  The smart shall always use their cunning to get what they want.  The vast lesser intelligent of this land has been damned by the Democrat, big government kool aid."
907,1,Or you just may be high.
908,0,im sure shes gonna have butt cancer. she almost had her hole stomach lining in the pool ol dirty ass bitch all in a public pool. lmao at the whisper.... gross butt
909,0,"Def, thanks for the clarification, a fine neighbour you are."
910,1,you are stupid
911,1,Y'all must be geniuses becauae you know everything about everyone. Stop being ignorant. Root for your team or shut the hell up. This isnt a debate fa ggots.
912,0,Damn you mad son..
913,1,"Then you like draft dodging, lying, selfless, lying clowns."
914,0,NIGGA TOOK DAT LEPRECHAUN IN DA HOOD SHIT TO DA HEART.
915,0,"@Pyro  Are you, perhaps, the former governor of California?"
916,1,Fuck off Article by a F'CK off..........
917,1,Your profile name  ds  describes you perfectly.... Dumb S h i t .
918,0,"@Banjo   watching real life has produced a  nu substantiated stand your ground murder. And since we are all entitled to our opinion and free speech, we have become human."
919,0,Thank you so much for your reply!
920,0,And your point is?
921,0,You need to get out of the sun...
922,1,"Amercanai ed moron, check google maps then edit your crap post"
923,0,Obama learned how to hate white people from Jeramiah Wright. So his rabid niggerism needs to be fair game.
924,1,"That is, that has why you do not know sh it"
925,0,When you pay peanuts you get monkeys
926,0,"LOL, Chell, Dave, Barb, y'all are cra y and I love you for it. Just do not do anything illegal or stupid cu  I will NOT visit your ass in jail! I love you all and cannot wait to hang, you know when...:"
927,1,Your mum is a bloody wanker!
928,1,"Wat da pak? you moron, if you cannot get what I am saying, tough luck. You also need to change your name, back in the days, your name connotes sa salitang oblo eh lalaking nagbibili ng dangal or   kalabit penge . Ah but it suits you 'co  you maybe you are a paid hack, which means you are somebody's biyts. Ey hol."
929,1,no but you really are a chump
930,1,should stayed ur fat ass down
931,1,Apparently you were in numb nuts land during the primaries when Newt Gingrich proposed trashing the child labor laws.
932,0,"That is, that has awesome, Michael. You are a proud father and you should be!   Congrats to you and your wife. CK looks wonderful!"
933,1,"What would a stupid, Republican idiot like you know about intelligence? I never said Obama was in the Senate for every war funding bill you filthy and shameless liar  you said I did!  I said he voted to fund the wars.    Talk about being retarded...You are not rich yet still you are just stupid enough to vote for the party of the 1%.  Go vote for the millionaire stooge of the 1%  Mitt Romney.  I am done with your dumbass for the night."
